user_id,age,gender,province,device_type,registration_date,last_login_date,days_since_reg,days_since_last_login,sessions_last_7d,level,total_spent,is_payer,churn_next_7d
user_24470,48,Male,Sichuan,Android,2025-06-02,2025-12-25,212,6,13,51,0.0,0,0
user_24471,27,Female,Shanghai,Android,2025-08-30,2025-11-09,123,52,0,13,0.0,0,1
user_24472,48,Female,Sichuan,Android,2025-08-07,2025-12-31,146,0,20,46,144.9,1,0
user_24473,16,Female,Guangdong,iOS,2025-12-26,2025-12-15,5,16,0,1,0.0,0,1
user_24474,19,Male,Zhejiang,Android,2025-06-04,2025-12-30,210,1,21,85,110.94,1,0
user_24475,45,Male,Beijing,Android,2025-05-03,2025-12-21,242,10,0,46,0.0,0,0
user_24476,22,Female,Zhejiang,Android,2025-04-08,2025-12-29,267,2,14,100,0.0,0,0
user_24477,16,Male,Sichuan,iOS,2025-08-28,2025-12-26,125,5,7,26,0.0,0,0
user_24478,20,Male,Beijing,Android,2025-06-04,2025-12-22,210,9,0,55,0.0,0,0
user_24479,16,Female,Zhejiang,Android,2025-07-24,2025-11-12,160,49,0,12,0.0,0,1
user_24480,29,Female,Beijing,Android,2025-02-21,2025-12-26,313,5,10,57,0.0,0,0
user_24481,30,Female,Sichuan,Android,2025-11-18,2025-12-25,43,6,16,13,0.0,0,0
user_24482,26,Female,Sichuan,iOS,2025-04-12,2025-12-29,263,2,18,76,25.88,1,0
user_24483,50,Male,Zhejiang,Android,2025-12-29,2025-12-26,2,5,16,1,138.57,1,0
user_24484,34,Female,Sichuan,Android,2025-10-20,2025-12-21,72,10,0,19,0.0,0,0
user_24485,44,Male,Shanghai,Android,2025-05-21,2025-12-31,224,0,17,85,0.0,0,0
user_24486,34,Female,Zhejiang,iOS,2025-07-16,2025-11-26,168,35,0,14,0.0,0,1
user_24487,30,Female,Shanghai,Android,2025-04-07,2025-12-20,268,11,0,23,0.0,0,0
user_24488,48,Male,Guangdong,iOS,2025-05-26,2025-12-27,219,4,12,56,0.0,0,0
user_24489,26,Male,Sichuan,iOS,2025-08-30,2025-11-22,123,39,0,2,0.0,0,1
user_24490,33,Female,Beijing,Android,2025-03-01,2025-12-29,305,2,19,100,30.62,1,1
user_24491,24,Male,Beijing,iOS,2025-01-11,2025-12-02,354,29,0,12,0.0,0,1
user_24492,20,Male,Shanghai,Android,2025-05-08,2025-12-09,237,22,0,22,0.0,0,1
user_24493,39,Female,Shanghai,Android,2025-11-17,2025-12-29,44,2,20,18,0.0,0,0
user_24494,24,Female,Beijing,iOS,2025-07-12,2025-11-01,172,60,0,25,0.0,0,1
user_24495,36,Female,Shanghai,iOS,2025-11-12,2025-12-17,49,14,0,7,0.0,0,0
user_24496,39,Female,Beijing,Android,2025-06-03,2025-11-30,211,31,0,7,0.0,0,1
user_24497,16,Female,Zhejiang,Android,2025-11-08,2025-12-27,53,4,8,11,0.0,0,0
user_24498,40,Male,Guangdong,iOS,2025-02-12,2025-11-15,322,46,0,22,0.0,0,1
user_24499,19,Male,Guangdong,iOS,2025-07-25,2025-12-30,159,1,15,51,0.0,0,0
user_24500,37,Male,Guangdong,iOS,2025-04-29,2025-12-04,246,27,0,31,0.0,0,1
user_24501,27,Male,Shanghai,iOS,2025-12-12,2025-12-27,19,4,11,5,0.0,0,0
user_24502,27,Female,Shanghai,Android,2025-11-13,2025-12-24,48,7,11,13,0.0,0,0
user_24503,17,Female,Sichuan,Android,2025-03-22,2025-12-29,284,2,18,99,8.61,1,0
user_24504,29,Male,Sichuan,iOS,2025-12-28,2025-12-29,3,2,17,1,168.87,1,0
user_24505,46,Male,Sichuan,iOS,2025-08-07,2025-12-25,146,6,12,36,144.92,1,0
user_24506,43,Female,Shanghai,Android,2025-11-20,2025-12-25,41,6,15,13,0.0,0,1
user_24507,47,Male,Shanghai,Android,2025-09-11,2025-12-26,111,5,14,29,0.0,0,0
user_24508,32,Male,Zhejiang,iOS,2025-05-27,2025-12-01,218,30,0,22,0.0,0,1
user_24509,39,Female,Sichuan,iOS,2025-11-05,2025-12-31,56,0,18,22,0.0,0,0
user_24510,32,Male,Beijing,Android,2025-01-26,2025-11-19,339,42,0,44,0.0,0,1
user_24511,21,Female,Sichuan,Android,2025-09-23,2025-11-07,99,54,0,6,0.0,0,1
user_24512,43,Male,Beijing,Android,2025-10-07,2025-12-05,85,26,0,9,0.0,0,1
user_24513,22,Female,Beijing,Android,2025-01-09,2025-12-27,356,4,15,100,157.91,1,0
user_24514,23,Male,Sichuan,Android,2025-05-09,2025-12-29,236,2,18,84,0.0,0,0
user_24515,43,Male,Sichuan,iOS,2025-09-11,2025-12-21,111,10,0,20,0.0,0,0
user_24516,25,Female,Zhejiang,Android,2025-10-14,2025-12-10,78,21,0,10,0.0,0,1
user_24517,20,Male,Sichuan,iOS,2025-07-25,2025-12-06,159,25,0,22,0.0,0,1
user_24518,24,Male,Zhejiang,iOS,2025-12-29,2025-12-25,2,6,10,1,0.0,0,0
user_24519,18,Female,Beijing,iOS,2025-08-22,2025-11-25,131,36,0,17,0.0,0,1
user_24520,45,Female,Shanghai,iOS,2025-11-10,2025-12-25,51,6,9,8,0.0,0,0
user_24521,46,Male,Shanghai,iOS,2025-12-15,2025-11-12,16,49,0,2,0.0,0,1
user_24522,33,Female,Sichuan,iOS,2025-06-10,2025-12-28,204,3,13,52,0.0,0,0
user_24523,50,Female,Guangdong,Android,2025-03-02,2025-11-07,304,54,0,49,0.0,0,0
user_24524,47,Female,Beijing,Android,2025-09-28,2025-12-31,94,0,17,30,4893.26,1,0
user_24525,26,Male,Sichuan,iOS,2025-06-11,2025-12-11,203,20,0,23,0.0,0,1
user_24526,19,Male,Zhejiang,Android,2025-09-14,2025-11-09,108,52,0,13,0.0,0,1
user_24527,38,Female,Beijing,Android,2025-05-10,2025-11-16,235,45,0,37,0.0,0,1
user_24528,43,Male,Guangdong,Android,2025-07-02,2025-12-29,182,2,15,51,57.87,1,0
user_24529,23,Female,Beijing,iOS,2025-08-22,2025-12-22,131,9,0,39,0.0,0,0
user_24530,45,Female,Shanghai,iOS,2025-09-04,2025-12-22,118,9,0,24,0.0,0,0
user_24531,25,Male,Zhejiang,Android,2025-10-13,2025-12-29,79,2,18,35,56.0,1,0
user_24532,27,Male,Guangdong,Android,2025-10-30,2025-11-08,62,53,0,1,0.0,0,1
user_24533,35,Female,Sichuan,Android,2025-09-21,2025-11-30,101,31,0,2,0.0,0,1
user_24534,18,Female,Sichuan,Android,2025-06-16,2025-12-31,198,0,18,64,109.08,1,0
user_24535,47,Male,Beijing,Android,2025-11-09,2025-12-08,52,23,0,6,0.0,0,1
user_24536,25,Male,Sichuan,iOS,2025-01-23,2025-12-24,342,7,17,84,0.0,0,0
user_24537,43,Female,Guangdong,Android,2025-12-13,2025-12-27,18,4,8,4,0.0,0,0
user_24538,32,Male,Beijing,iOS,2025-11-26,2025-11-22,35,39,0,4,0.0,0,1
user_24539,24,Male,Sichuan,iOS,2025-06-06,2025-12-10,208,21,0,27,0.0,0,1
user_24540,36,Female,Zhejiang,iOS,2025-01-30,2025-12-29,335,2,19,100,0.0,0,0
user_24541,49,Male,Zhejiang,iOS,2025-11-09,2025-12-21,52,10,0,9,0.0,0,0
user_24542,28,Female,Shanghai,Android,2025-09-12,2025-12-21,110,10,0,23,0.0,0,0
user_24543,40,Female,Shanghai,Android,2025-12-14,2025-12-30,17,1,19,6,0.0,0,0
user_24544,17,Female,Zhejiang,Android,2025-08-02,2025-12-22,151,9,0,44,26.1,1,0
user_24545,43,Female,Shanghai,iOS,2025-10-17,2025-12-30,75,1,16,30,0.0,0,0
user_24546,41,Female,Zhejiang,Android,2025-01-31,2025-12-14,334,17,0,9,0.0,0,1
user_24547,43,Female,Shanghai,Android,2025-12-23,2025-12-28,8,3,12,3,0.0,0,0
user_24548,26,Female,Sichuan,Android,2025-11-25,2025-12-28,36,3,13,8,32.95,1,0
user_24549,37,Female,Sichuan,Android,2025-03-02,2025-12-08,304,23,0,18,0.0,0,1
user_24550,26,Male,Zhejiang,Android,2025-07-18,2025-12-28,166,3,10,28,0.0,0,0
user_24551,18,Female,Shanghai,Android,2025-05-09,2025-12-26,236,5,15,76,0.0,0,0
user_24552,39,Female,Sichuan,Android,2025-08-28,2025-11-15,125,46,0,17,0.0,0,1
user_24553,21,Female,Zhejiang,Android,2025-03-21,2025-11-19,285,42,0,11,0.0,0,1
user_24554,18,Female,Beijing,Android,2025-08-23,2025-11-12,130,49,0,9,0.0,0,1
user_24555,33,Female,Shanghai,Android,2025-02-01,2025-12-08,333,23,0,19,0.0,0,1
user_24556,26,Female,Zhejiang,iOS,2025-01-28,2025-12-23,337,8,0,96,45.56,1,0
user_24557,36,Female,Guangdong,iOS,2025-07-12,2025-12-23,172,8,0,51,0.0,0,0
user_24558,42,Male,Sichuan,Android,2025-02-13,2025-11-14,321,47,0,41,0.0,0,1
user_24559,40,Male,Beijing,Android,2025-01-11,2025-12-27,354,4,9,71,0.0,0,0
user_24560,45,Female,Beijing,Android,2025-11-02,2025-12-23,59,8,0,12,0.0,0,1
user_24561,30,Male,Zhejiang,iOS,2025-12-26,2025-11-17,5,44,0,1,0.0,0,1
user_24562,31,Male,Shanghai,Android,2025-03-22,2025-12-16,284,15,0,14,0.0,0,1
user_24563,45,Male,Guangdong,iOS,2025-05-16,2025-11-18,229,43,0,2,0.0,0,1
user_24564,29,Male,Shanghai,Android,2025-12-13,2025-12-21,18,10,0,5,0.0,0,0
user_24565,34,Female,Shanghai,iOS,2025-04-04,2025-11-29,271,32,0,45,0.0,0,1
user_24566,22,Male,Guangdong,Android,2025-03-16,2025-12-27,290,4,15,76,41.07,1,0
user_24567,35,Male,Guangdong,Android,2025-02-17,2025-12-23,317,8,0,72,0.0,0,0
user_24568,38,Female,Zhejiang,iOS,2025-10-04,2025-12-21,88,10,0,29,0.0,0,1
user_24569,50,Male,Beijing,iOS,2025-03-15,2025-11-09,291,52,0,36,0.0,0,1
user_24570,48,Male,Beijing,Android,2025-03-18,2025-12-02,288,29,0,10,0.0,0,1
user_24571,19,Female,Guangdong,iOS,2025-08-27,2025-12-29,126,2,20,49,0.0,0,0
user_24572,18,Male,Shanghai,iOS,2025-02-10,2025-11-10,324,51,0,19,0.0,0,1
user_24573,37,Male,Zhejiang,iOS,2025-06-23,2025-12-23,191,8,0,46,0.0,0,0
user_24574,45,Female,Beijing,iOS,2025-11-07,2025-12-24,54,7,10,8,0.0,0,0
user_24575,21,Male,Beijing,Android,2025-04-09,2025-11-11,266,50,0,21,0.0,0,0
user_24576,32,Male,Shanghai,iOS,2025-07-30,2025-12-26,154,5,15,49,0.0,0,0
user_24577,22,Female,Sichuan,iOS,2025-06-07,2025-12-07,207,24,0,29,0.0,0,1
user_24578,29,Male,Guangdong,Android,2025-01-12,2025-12-17,353,14,0,43,0.0,0,0
user_24579,34,Female,Beijing,iOS,2025-05-20,2025-12-27,225,4,10,50,0.0,0,0
user_24580,16,Female,Shanghai,iOS,2025-08-24,2025-12-17,129,14,0,8,0.0,0,0
user_24581,36,Female,Guangdong,iOS,2025-10-07,2025-11-28,85,33,0,10,0.0,0,1
user_24582,50,Female,Guangdong,iOS,2025-03-20,2025-12-30,286,1,15,100,0.0,0,0
user_24583,20,Female,Zhejiang,iOS,2025-06-05,2025-12-23,209,8,0,71,0.0,0,1
user_24584,50,Female,Shanghai,iOS,2025-08-16,2025-12-22,137,9,0,31,21.57,1,0
user_24585,34,Male,Zhejiang,Android,2025-01-10,2025-11-01,355,60,0,34,0.0,0,1
user_24586,43,Male,Zhejiang,iOS,2025-02-06,2025-12-25,328,6,8,69,0.0,0,0
user_24587,43,Female,Sichuan,iOS,2025-11-14,2025-12-29,47,2,15,15,0.0,0,0
user_24588,31,Male,Beijing,Android,2025-02-22,2025-12-29,312,2,15,92,0.0,0,0
user_24589,32,Female,Sichuan,Android,2025-12-23,2025-11-15,8,46,0,1,0.0,0,1
user_24590,27,Female,Sichuan,iOS,2025-01-21,2025-12-26,344,5,8,74,0.0,0,0
user_24591,45,Female,Guangdong,Android,2025-10-15,2025-12-20,77,11,0,7,0.0,0,0
user_24592,32,Female,Guangdong,Android,2025-07-10,2025-12-29,174,2,18,46,141.58,1,0
user_24593,27,Male,Shanghai,iOS,2025-12-21,2025-12-03,10,28,0,1,0.0,0,1
user_24594,37,Female,Guangdong,Android,2025-01-20,2025-12-09,345,22,0,22,0.0,0,1
user_24595,20,Male,Beijing,Android,2025-11-06,2025-12-30,55,1,16,19,86.6,1,0
user_24596,39,Female,Shanghai,iOS,2025-09-24,2025-12-25,98,6,9,25,0.0,0,0
user_24597,37,Male,Sichuan,Android,2025-07-09,2025-12-29,175,2,20,65,139.34,1,0
user_24598,40,Female,Shanghai,iOS,2025-07-24,2025-12-29,160,2,18,59,0.0,0,0
user_24599,18,Male,Sichuan,Android,2025-08-22,2025-12-22,131,9,0,28,0.0,0,0
user_24600,23,Female,Guangdong,iOS,2025-02-02,2025-11-23,332,38,0,4,0.0,0,1
user_24601,46,Male,Beijing,Android,2025-06-27,2025-11-30,187,31,0,17,0.0,0,1
user_24602,38,Male,Sichuan,iOS,2025-04-15,2025-12-21,260,10,0,63,0.0,0,0
user_24603,25,Male,Zhejiang,Android,2025-05-05,2025-11-01,240,60,0,17,0.0,0,1
user_24604,20,Male,Guangdong,Android,2025-11-27,2025-12-27,34,4,15,11,98.59,1,0
user_24605,33,Male,Guangdong,iOS,2025-03-10,2025-12-29,296,2,18,100,0.0,0,0
user_24606,28,Male,Zhejiang,Android,2025-03-28,2025-12-15,278,16,0,29,0.0,0,1
user_24607,24,Female,Shanghai,Android,2025-12-14,2025-12-31,17,0,20,7,137.67,1,0
user_24608,26,Female,Zhejiang,iOS,2025-04-13,2025-12-29,262,2,18,81,0.0,0,0
user_24609,25,Female,Guangdong,Android,2025-05-10,2025-12-25,235,6,13,78,64.92,1,0
user_24610,40,Female,Shanghai,Android,2025-03-24,2025-12-24,282,7,11,61,0.0,0,0
user_24611,27,Female,Guangdong,Android,2025-04-22,2025-11-13,253,48,0,31,0.0,0,1
user_24612,32,Female,Shanghai,iOS,2025-02-26,2025-11-16,308,45,0,23,0.0,0,1
user_24613,42,Male,Beijing,Android,2025-03-17,2025-11-04,289,57,0,39,0.0,0,1
user_24614,41,Male,Guangdong,Android,2025-09-27,2025-12-29,95,2,16,41,0.0,0,0
user_24615,45,Female,Shanghai,iOS,2025-12-20,2025-12-28,11,3,7,2,0.0,0,0
user_24616,40,Male,Guangdong,iOS,2025-01-16,2025-12-06,349,25,0,29,0.0,0,1
user_24617,36,Male,Zhejiang,Android,2025-08-11,2025-12-20,142,11,0,4,0.0,0,1
user_24618,26,Female,Beijing,iOS,2025-10-07,2025-12-25,85,6,14,24,0.0,0,0
user_24619,23,Female,Beijing,iOS,2025-11-26,2025-11-10,35,51,0,4,0.0,0,1
user_24620,39,Male,Beijing,iOS,2025-06-19,2025-12-27,195,4,8,44,0.0,0,0
user_24621,16,Female,Guangdong,iOS,2025-11-24,2025-12-31,37,0,16,14,0.0,0,0
user_24622,39,Female,Zhejiang,Android,2025-10-12,2025-11-16,80,45,0,13,0.0,0,1
user_24623,41,Male,Sichuan,iOS,2025-04-15,2025-12-25,260,6,8,47,0.0,0,1
user_24624,40,Female,Shanghai,iOS,2025-08-22,2025-12-20,131,11,0,8,0.0,0,1
user_24625,38,Female,Sichuan,Android,2025-09-10,2025-11-25,112,36,0,3,0.0,0,1
user_24626,50,Male,Sichuan,iOS,2025-11-28,2025-12-22,33,9,0,6,0.0,0,0
user_24627,22,Female,Shanghai,Android,2025-09-19,2025-11-12,103,49,0,19,0.0,0,1
user_24628,39,Male,Guangdong,Android,2025-01-22,2025-11-05,343,56,0,4,0.0,0,1
user_24629,45,Male,Zhejiang,Android,2025-11-03,2025-12-18,58,13,0,2,0.0,0,0
user_24630,33,Male,Guangdong,Android,2025-03-25,2025-12-26,281,5,13,79,0.0,0,0
user_24631,32,Male,Shanghai,iOS,2025-12-07,2025-12-25,24,6,8,4,0.0,0,0
user_24632,49,Male,Guangdong,iOS,2025-05-12,2025-11-08,233,53,0,17,0.0,0,1
user_24633,34,Female,Shanghai,Android,2025-06-13,2025-11-06,201,55,0,10,0.0,0,1
user_24634,17,Male,Zhejiang,Android,2025-03-07,2025-12-29,299,2,17,100,0.0,0,1
user_24635,25,Female,Guangdong,iOS,2025-08-18,2025-12-07,135,24,0,21,0.0,0,1
user_24636,46,Male,Shanghai,iOS,2025-01-06,2025-12-22,359,9,0,73,0.0,0,1
user_24637,19,Male,Zhejiang,Android,2025-06-30,2025-12-24,184,7,14,57,0.0,0,0
user_24638,16,Female,Shanghai,Android,2025-01-06,2025-11-09,359,52,0,39,0.0,0,1
user_24639,34,Female,Shanghai,Android,2025-09-09,2025-12-30,113,1,15,39,0.0,0,0
user_24640,24,Male,Sichuan,iOS,2025-05-22,2025-12-27,223,4,10,47,0.0,0,0
user_24641,23,Female,Shanghai,Android,2025-07-31,2025-12-17,153,14,0,5,0.0,0,1
user_24642,24,Male,Beijing,Android,2025-09-15,2025-11-03,107,58,0,14,0.0,0,1
user_24643,30,Male,Guangdong,Android,2025-12-13,2025-11-05,18,56,0,4,0.0,0,0
user_24644,37,Female,Guangdong,iOS,2025-10-03,2025-12-18,89,13,0,2,0.0,0,1
user_24645,22,Male,Beijing,iOS,2025-12-30,2025-12-29,1,2,15,1,0.0,0,0
user_24646,49,Female,Beijing,Android,2025-11-16,2025-12-01,45,30,0,6,0.0,0,1
user_24647,29,Female,Sichuan,iOS,2025-05-13,2025-11-28,232,33,0,5,0.0,0,1
user_24648,26,Male,Shanghai,Android,2025-03-02,2025-12-21,304,10,0,60,0.0,0,1
user_24649,46,Female,Beijing,iOS,2025-10-06,2025-12-31,86,0,14,35,197.56,1,0
user_24650,28,Male,Sichuan,Android,2025-12-25,2025-12-30,6,1,18,3,0.0,0,1
user_24651,21,Male,Shanghai,iOS,2025-04-15,2025-12-27,260,4,14,89,0.0,0,0
user_24652,17,Male,Zhejiang,Android,2025-03-15,2025-12-10,291,21,0,22,0.0,0,1
user_24653,32,Male,Sichuan,iOS,2025-12-25,2025-12-24,6,7,8,1,0.0,0,0
user_24654,35,Male,Shanghai,iOS,2025-08-06,2025-12-22,147,9,0,40,0.0,0,0
user_24655,37,Female,Zhejiang,iOS,2025-05-28,2025-12-29,217,2,15,68,0.0,0,0
user_24656,24,Female,Beijing,Android,2025-05-02,2025-11-17,243,44,0,33,0.0,0,1
user_24657,24,Female,Guangdong,Android,2025-05-19,2025-11-24,226,37,0,20,0.0,0,1
user_24658,26,Male,Shanghai,iOS,2025-02-28,2025-12-10,306,21,0,17,0.0,0,0
user_24659,35,Male,Beijing,iOS,2025-02-15,2025-12-28,319,3,10,67,0.0,0,0
user_24660,30,Female,Zhejiang,Android,2025-02-14,2025-12-23,320,8,0,59,0.0,0,0
user_24661,34,Female,Beijing,iOS,2025-05-20,2025-11-16,225,45,0,29,0.0,0,1
user_24662,31,Male,Sichuan,Android,2025-07-30,2025-11-20,154,41,0,20,0.0,0,1
user_24663,31,Male,Beijing,Android,2025-06-27,2025-12-22,187,9,0,29,0.0,0,1
user_24664,38,Male,Beijing,iOS,2025-07-05,2025-12-02,179,29,0,6,0.0,0,1
user_24665,42,Male,Beijing,iOS,2025-07-07,2025-11-27,177,34,0,16,0.0,0,1
user_24666,27,Male,Shanghai,Android,2025-05-29,2025-12-23,216,8,0,48,0.0,0,0
user_24667,50,Male,Beijing,Android,2025-02-09,2025-11-30,325,31,0,14,0.0,0,1
user_24668,42,Female,Beijing,iOS,2025-11-20,2025-12-10,41,21,0,4,0.0,0,1
user_24669,32,Male,Guangdong,Android,2025-08-03,2025-12-21,150,10,0,49,147.05,1,0
user_24670,24,Female,Guangdong,iOS,2025-07-18,2025-12-08,166,23,0,23,0.0,0,1
user_24671,42,Male,Guangdong,Android,2025-07-26,2025-12-29,158,2,21,58,2208.58,1,0
user_24672,26,Male,Shanghai,iOS,2025-02-19,2025-12-25,315,6,8,70,0.0,0,1
user_24673,24,Male,Beijing,Android,2025-03-29,2025-11-28,277,33,0,46,0.0,0,1
user_24674,45,Female,Shanghai,Android,2025-10-27,2025-12-23,65,8,0,20,0.0,0,1
user_24675,42,Male,Sichuan,Android,2025-02-10,2025-12-23,324,8,0,100,0.0,0,0
user_24676,17,Female,Shanghai,iOS,2025-06-27,2025-11-23,187,38,0,20,0.0,0,1
user_24677,42,Female,Beijing,Android,2025-10-16,2025-11-19,76,42,0,10,0.0,0,1
user_24678,48,Female,Sichuan,iOS,2025-04-08,2025-12-17,267,14,0,6,0.0,0,0
user_24679,32,Male,Shanghai,Android,2025-10-16,2025-12-21,76,10,0,24,88.09,1,0
user_24680,42,Female,Zhejiang,Android,2025-02-25,2025-12-24,309,7,11,79,0.0,0,0
user_24681,17,Female,Sichuan,Android,2025-06-28,2025-12-29,186,2,16,74,0.0,0,0
user_24682,50,Male,Sichuan,iOS,2025-12-18,2025-11-18,13,43,0,3,0.0,0,1
user_24683,40,Female,Zhejiang,Android,2025-09-01,2025-12-26,121,5,17,30,0.0,0,1
user_24684,31,Female,Guangdong,Android,2025-02-14,2025-12-03,320,28,0,23,0.0,0,1
user_24685,16,Male,Zhejiang,iOS,2025-10-21,2025-11-18,71,43,0,7,0.0,0,1
user_24686,19,Male,Zhejiang,Android,2025-07-25,2025-11-12,159,49,0,1,0.0,0,1
user_24687,40,Male,Sichuan,iOS,2025-04-01,2025-11-18,274,43,0,21,0.0,0,1
user_24688,37,Male,Zhejiang,iOS,2025-01-16,2025-12-28,349,3,9,83,0.0,0,0
user_24689,23,Female,Guangdong,iOS,2025-05-29,2025-12-20,216,11,0,23,0.0,0,1
user_24690,37,Female,Sichuan,iOS,2025-04-17,2025-12-24,258,7,11,63,0.0,0,0
user_24691,20,Male,Beijing,iOS,2025-04-23,2025-12-19,252,12,0,24,0.0,0,1
user_24692,40,Male,Sichuan,Android,2025-10-05,2025-12-31,87,0,17,37,58.08,1,0
user_24693,29,Male,Sichuan,iOS,2025-03-23,2025-11-16,283,45,0,16,0.0,0,0
user_24694,21,Female,Shanghai,iOS,2025-02-23,2025-12-26,311,5,14,100,0.0,0,0
user_24695,30,Female,Sichuan,iOS,2025-07-26,2025-11-22,158,39,0,15,0.0,0,1
user_24696,39,Male,Zhejiang,iOS,2025-05-22,2025-12-29,223,2,17,89,0.0,0,0
user_24697,25,Male,Beijing,iOS,2025-02-20,2025-11-16,314,45,0,32,0.0,0,1
user_24698,38,Male,Zhejiang,iOS,2025-05-23,2025-12-26,222,5,9,43,0.0,0,0
user_24699,48,Female,Beijing,iOS,2025-01-15,2025-11-17,350,44,0,6,0.0,0,1
user_24700,47,Female,Beijing,Android,2025-03-20,2025-12-26,286,5,13,58,0.0,0,0
user_24701,46,Male,Guangdong,Android,2025-03-20,2025-11-27,286,34,0,5,0.0,0,1
user_24702,40,Male,Beijing,iOS,2025-11-09,2025-12-31,52,0,15,20,121.07,1,0
user_24703,49,Female,Guangdong,iOS,2025-07-25,2025-12-22,159,9,0,34,116.91,1,0
user_24704,29,Male,Guangdong,Android,2025-06-06,2025-12-30,208,1,21,69,0.0,0,0
user_24705,30,Male,Guangdong,iOS,2025-05-28,2025-12-28,217,3,11,38,0.0,0,0
user_24706,47,Female,Zhejiang,iOS,2025-03-10,2025-12-23,296,8,0,79,0.0,0,1
user_24707,44,Male,Zhejiang,Android,2025-05-28,2025-12-05,217,26,0,11,0.0,0,1
user_24708,36,Male,Zhejiang,iOS,2025-05-23,2025-12-21,222,10,0,54,0.0,0,1
user_24709,16,Male,Zhejiang,Android,2025-12-30,2025-12-29,1,2,14,1,158.57,1,0
user_24710,18,Female,Zhejiang,iOS,2025-10-18,2025-12-31,74,0,16,27,41.04,1,0
user_24711,22,Female,Zhejiang,iOS,2025-09-23,2025-12-25,99,6,14,34,127.19,1,1
user_24712,21,Male,Shanghai,iOS,2025-03-16,2025-12-29,290,2,15,100,0.0,0,0
user_24713,29,Female,Sichuan,Android,2025-03-21,2025-12-24,285,7,11,67,59.27,1,0
user_24714,17,Male,Zhejiang,iOS,2025-05-11,2025-11-29,234,32,0,23,0.0,0,1
user_24715,47,Female,Zhejiang,iOS,2025-03-10,2025-12-27,296,4,7,53,0.0,0,0
user_24716,36,Female,Zhejiang,Android,2025-10-25,2025-12-27,67,4,9,13,0.0,0,0
user_24717,25,Female,Zhejiang,iOS,2025-05-18,2025-12-25,227,6,10,53,0.0,0,0
user_24718,28,Female,Guangdong,iOS,2025-05-18,2025-12-07,227,24,0,11,0.0,0,1
user_24719,36,Female,Zhejiang,Android,2025-10-29,2025-11-25,63,36,0,5,0.0,0,1
user_24720,20,Female,Beijing,iOS,2025-11-27,2025-12-23,34,8,0,8,0.0,0,0
user_24721,40,Female,Zhejiang,Android,2025-12-25,2025-12-29,6,2,15,2,0.0,0,0
user_24722,40,Male,Sichuan,iOS,2025-11-22,2025-11-25,39,36,0,4,0.0,0,1
user_24723,36,Male,Zhejiang,iOS,2025-08-18,2025-12-31,135,0,17,48,0.0,0,0
user_24724,46,Male,Shanghai,iOS,2025-10-18,2025-12-30,74,1,16,32,195.04,1,0
user_24725,45,Female,Sichuan,iOS,2025-10-09,2025-12-28,83,3,6,13,0.0,0,0
user_24726,32,Male,Guangdong,Android,2025-03-15,2025-11-27,291,34,0,7,0.0,0,1
user_24727,16,Male,Sichuan,iOS,2025-02-27,2025-12-27,307,4,15,100,86.78,1,0
user_24728,31,Female,Beijing,iOS,2025-01-21,2025-12-27,344,4,9,64,0.0,0,0
user_24729,18,Male,Shanghai,iOS,2025-10-27,2025-12-13,65,18,0,11,0.0,0,1
user_24730,43,Female,Zhejiang,iOS,2025-11-24,2025-11-18,37,43,0,5,0.0,0,1
user_24731,37,Female,Beijing,Android,2025-07-17,2025-11-14,167,47,0,17,0.0,0,1
user_24732,31,Female,Shanghai,iOS,2025-05-20,2025-12-22,225,9,0,45,0.0,0,0
user_24733,32,Male,Beijing,iOS,2025-11-16,2025-12-04,45,27,0,8,0.0,0,1
user_24734,37,Male,Zhejiang,iOS,2025-04-11,2025-12-22,264,9,0,66,0.0,0,0
user_24735,42,Female,Beijing,iOS,2025-04-08,2025-12-23,267,8,0,54,0.0,0,0
user_24736,46,Male,Guangdong,Android,2025-01-06,2025-11-09,359,52,0,28,0.0,0,1
user_24737,35,Female,Shanghai,Android,2025-10-24,2025-12-31,68,0,20,25,0.0,0,0
user_24738,26,Female,Sichuan,iOS,2025-02-03,2025-12-26,331,5,12,78,0.0,0,0
user_24739,23,Male,Guangdong,Android,2025-10-26,2025-12-29,66,2,19,29,57.26,1,0
user_24740,46,Female,Guangdong,iOS,2025-03-12,2025-12-22,294,9,0,86,183.25,1,0
user_24741,46,Female,Guangdong,Android,2025-04-07,2025-12-13,268,18,0,12,0.0,0,1
user_24742,25,Male,Beijing,Android,2025-03-27,2025-11-21,279,40,0,22,0.0,0,1
user_24743,18,Female,Zhejiang,iOS,2025-06-01,2025-12-31,213,0,16,80,71.92,1,0
user_24744,34,Male,Beijing,Android,2025-09-04,2025-12-16,118,15,0,5,0.0,0,1
user_24745,47,Female,Beijing,iOS,2025-08-27,2025-11-05,126,56,0,17,0.0,0,1
user_24746,34,Male,Guangdong,iOS,2025-10-16,2025-12-22,76,9,0,20,0.0,0,0
user_24747,21,Female,Sichuan,Android,2025-04-21,2025-12-05,254,26,0,31,0.0,0,1
user_24748,18,Male,Beijing,Android,2025-05-22,2025-12-06,223,25,0,37,0.0,0,1
user_24749,49,Male,Beijing,Android,2025-09-20,2025-12-26,102,5,14,24,0.0,0,0
user_24750,23,Male,Sichuan,Android,2025-02-05,2025-11-20,329,41,0,1,0.0,0,1
