user_id,age,gender,province,device_type,registration_date,last_login_date,total_spent,paid_before,session_count,days_since_last_login,churn_next_7d,level,play_sessions,play_time,fail_count,success_count,play_streak,average_session_time,progress_stall,average_spend_per_session,last_purchase_amount,purchase_frequency,subscription_status,special_event_spending,rewarded_ads_views,ad_watch_duration,interstitial_ads_views,ad_engagement_level,ad_revenue,friends_count,guild_membership,social_interactions,social_activity_frequency,leaderboard_rank,first_login_date,login_frequency,login_streak,session_timing
user_470,53,Female,Zhejiang,PC,2023-06-15,2023-06-18,667.8927880841085,1,52,966,0,29,93,11,9,4,3,39.105631729188175,5,47.98054555307999,179.7576618012152,6,1,73.32782958676516,12,1,19,1,38.27941188218408,121,0,16,23,137,2024-02-03,8,5,Morning
user_471,51,Male,Zhejiang,Mobile,2024-01-18,2024-01-26,25.076685852620187,0,91,744,1,23,3,52,3,0,19,26.549657463713693,3,43.25131473829403,61.58424634908443,4,0,56.665607760206235,2,29,7,3,40.94741871556693,89,0,31,12,226,2024-02-15,6,18,Evening
user_472,38,Female,Zhejiang,Mobile,2025-02-28,2025-03-29,286.10868024263937,0,33,316,1,28,52,17,0,7,4,24.043371713647804,6,9.226741898445653,100.52946854971546,2,0,27.159892358039773,16,3,10,4,6.245197231358368,102,1,23,17,334,2023-08-01,1,9,Morning
user_473,46,Male,Guangdong,PC,2023-01-31,2023-02-24,524.0621893658144,0,81,1080,1,18,74,22,8,4,29,39.53402119277848,3,17.014195006334873,85.04802266744616,7,0,14.55395313226463,17,12,6,1,48.84307343982819,89,0,42,16,229,2024-07-13,6,4,Evening
user_474,43,Female,Zhejiang,PC,2023-01-11,2023-01-30,327.9990812948884,0,42,1105,1,24,60,30,2,9,20,26.708683895822062,2,9.450140153946805,35.19507682646632,4,0,60.612438888297774,13,28,0,3,49.27561451942392,2,1,47,9,323,2024-07-11,1,14,Morning
user_475,53,Female,Beijing,PC,2023-04-06,2023-04-10,146.61122181591173,1,76,1035,1,21,63,56,3,1,23,29.833537820365738,2,30.4641098269205,72.27122641393693,9,0,48.91799615470362,11,28,9,0,46.83597396636756,23,1,7,29,108,2024-07-11,3,7,Afternoon
user_476,46,Female,Shandong,Mobile,2024-03-28,2024-04-15,1301.998279128813,0,27,664,1,7,65,37,4,8,3,19.983116381475405,5,35.89721111699512,39.39395282226626,9,1,9.597569669611294,13,7,14,3,24.801740470313216,116,0,29,6,812,2025-12-07,2,12,Morning
user_477,43,Female,Shandong,Mobile,2023-07-11,2023-07-31,1677.4365738544857,0,8,923,1,1,52,44,6,1,8,21.463445935285556,6,16.53661469878985,41.573408616644244,7,1,39.56174657932684,17,5,3,0,12.303707113841423,97,0,25,19,445,2024-05-16,4,24,Morning
user_478,41,Male,Shanghai,Mobile,2024-04-30,2024-05-27,297.7040937481969,0,23,622,0,5,90,32,5,6,8,27.832281514272193,3,27.435822125230477,38.224310369249686,5,1,51.47764220004536,19,28,0,2,29.10046404409565,161,1,23,23,917,2024-10-05,2,7,Afternoon
user_479,48,Male,Beijing,PC,2023-08-26,2023-09-06,1489.0781753539707,0,64,886,1,17,76,55,4,7,27,12.093573520013942,4,34.855107933488554,98.31445868897225,3,0,82.689323382559,1,26,10,2,20.996691923571788,83,0,26,13,7,2024-06-14,5,11,Evening
user_480,54,Female,Zhejiang,Mobile,2025-12-24,2026-01-20,487.033521230703,1,93,19,1,28,14,24,7,5,29,17.676486581343255,6,21.645651013941368,159.7883421347518,3,1,7.610105583336235,6,1,4,3,10.297432235859855,118,1,14,21,128,2025-08-10,4,22,Morning
user_481,53,Female,Shandong,PC,2025-01-04,2025-01-18,706.6089668880777,0,20,386,0,29,89,11,0,6,7,15.904352483809213,1,42.846760992317506,114.22503671848696,9,1,34.84953482460029,14,1,18,2,21.18382048089238,41,1,27,24,353,2025-02-25,6,15,Morning
user_482,49,Female,Beijing,Mobile,2025-09-17,2025-10-12,1937.9494439697796,1,16,119,0,8,72,21,6,0,2,10.476801794200108,5,38.805946829103036,178.74811112161754,9,1,82.26561227103853,9,15,18,4,33.19449178387953,147,0,10,8,995,2024-04-19,7,28,Afternoon
user_483,50,Female,Shandong,PC,2025-04-04,2025-04-22,1386.1091054904057,0,17,292,0,15,68,45,5,3,21,26.107038115612657,6,4.168611648677962,127.67235322676811,4,1,64.84239317715787,14,8,3,3,3.545665539299553,40,0,38,12,267,2023-02-11,2,7,Evening
user_484,39,Female,Zhejiang,Mobile,2023-04-16,2023-05-14,1635.3551375518105,1,80,1001,1,20,28,12,4,6,6,26.83158518571637,5,31.435139655450623,138.17868301088828,1,0,28.995832180378677,16,11,1,1,16.670900072300824,81,1,1,9,685,2024-08-26,2,20,Afternoon
user_485,37,Female,Shandong,Mobile,2023-06-30,2023-07-28,147.1611909975027,1,19,926,0,4,71,14,6,0,28,21.518176691117766,6,12.530951997027731,133.85383871567362,5,0,84.53351220226423,10,14,6,4,0.8897445006412597,101,0,8,22,928,2023-02-17,8,26,Morning
user_486,46,Female,Shanghai,Mobile,2023-07-03,2023-08-01,72.26904568300861,0,8,922,1,2,10,12,2,0,16,18.061824083943726,2,28.318394968696488,90.44237944356449,8,1,49.329358056269236,1,29,12,3,37.47477527308378,147,1,49,4,214,2024-12-28,9,17,Evening
user_487,54,Female,Shanghai,PC,2023-08-14,2023-08-30,2238.716131161165,1,38,893,1,5,57,56,0,5,10,29.561796279838745,4,47.88753368901535,138.1784256178165,4,1,49.83518913104605,17,25,19,0,32.03456338083504,5,1,44,13,247,2023-08-09,5,5,Morning
user_488,38,Female,Shandong,PC,2025-02-15,2025-02-18,490.75223177545854,0,38,355,1,1,66,28,8,3,4,14.039774841533706,5,44.074038223060256,14.871841547323271,4,1,97.65873392003843,3,23,11,2,3.1336067350982932,121,0,22,2,618,2025-07-28,7,8,Afternoon
user_489,50,Female,Beijing,Mobile,2025-02-28,2025-03-15,339.5083903724448,1,53,330,0,25,90,11,1,2,13,25.558450949060024,4,20.821303752641455,172.11044291121695,9,1,94.71165032363784,8,13,1,2,48.23687798009839,184,1,32,3,595,2023-12-09,9,10,Morning
user_490,41,Female,Beijing,Mobile,2024-11-18,2024-12-15,1289.880260902978,1,93,420,0,5,50,53,9,4,10,33.042219574318594,5,15.284179058873317,155.78461654533956,9,1,35.85326833698439,16,19,8,2,1.1310778563550339,169,1,18,5,804,2023-06-04,1,6,Afternoon
user_491,47,Female,Beijing,Mobile,2024-06-13,2024-07-10,1810.4261929757342,1,90,578,1,6,14,46,2,8,21,14.928939518574168,2,12.48588147600469,49.80076168810408,7,1,14.05791286630823,16,12,15,3,29.49803232380443,24,1,12,24,374,2025-07-26,8,21,Afternoon
user_492,44,Female,Shandong,PC,2025-08-29,2025-09-02,1984.0558876204984,0,31,159,1,2,16,26,7,9,14,32.597786157874566,1,27.09322861806948,153.8384583965624,8,1,32.5666732278094,16,22,7,4,38.81837308995279,40,1,13,28,421,2025-04-20,9,2,Evening
user_493,41,Female,Beijing,Mobile,2025-07-24,2025-07-29,379.79318172684077,1,44,194,1,26,54,23,9,9,9,32.82383527460194,2,6.59817420964476,3.5158776786036805,4,1,3.048326031138804,15,19,17,0,39.39481565223615,168,1,31,26,715,2025-12-15,9,26,Afternoon
user_494,48,Female,Zhejiang,Mobile,2023-04-16,2023-05-03,1911.9791116123356,0,60,1012,0,26,43,37,8,9,11,11.797799446913647,5,27.914475398284182,44.232067923695205,8,1,2.0767886710391203,19,26,3,2,1.7142567796601893,2,1,48,18,41,2024-01-22,7,28,Evening
user_495,39,Female,Shanghai,Mobile,2025-04-10,2025-04-17,41.795326777725464,1,76,297,1,1,42,36,2,2,23,10.563529782615454,4,1.0653483350488089,13.96231049550829,6,0,39.55221362514192,7,4,10,4,45.32075663202196,107,0,21,21,717,2025-06-12,3,5,Evening
user_496,37,Female,Zhejiang,Mobile,2024-11-09,2024-11-25,50.93703307690488,1,17,440,0,4,81,19,5,4,18,39.21806217964584,0,16.868631906546398,156.26515640696104,3,1,94.10198226972342,14,28,16,1,45.92258359635611,170,1,19,14,348,2023-02-07,5,10,Evening
user_497,45,Female,Beijing,PC,2025-04-28,2025-05-12,976.8882162401616,1,79,272,1,7,22,12,6,9,11,15.801479784964748,2,11.776781377698482,151.41895608449906,7,0,87.13573412322077,0,4,7,1,28.069518657718636,173,1,32,25,561,2025-04-30,2,28,Evening
user_498,45,Female,Zhejiang,PC,2025-11-21,2025-12-17,65.18552412211817,1,73,53,0,22,68,45,0,4,17,34.66417627300309,4,48.58972070807832,162.9135687365643,3,0,51.1442833917623,18,3,18,0,24.104159944357306,56,0,4,2,143,2024-12-29,3,3,Evening
user_499,52,Female,Beijing,Mobile,2024-01-28,2024-02-13,392.46374605642194,1,39,726,1,26,19,47,6,8,2,26.855519591358956,6,36.63487365892897,1.8918569717802383,7,1,56.52263811708307,14,26,7,2,2.2433731531299905,82,0,19,15,141,2023-08-19,7,13,Afternoon
user_500,49,Male,Shandong,Mobile,2023-02-09,2023-02-16,1117.0491669398027,1,42,1088,0,1,66,34,3,9,3,17.934164726109906,6,18.133015642649646,100.7453126090032,5,1,0.5933496746056477,8,6,5,1,28.097707125493432,73,0,13,8,565,2024-03-27,1,16,Afternoon
user_501,46,Female,Zhejiang,PC,2024-10-21,2024-10-30,411.38292799572986,0,48,466,0,1,39,31,4,3,11,13.899113098564378,2,5.549409240000405,141.26240330594996,4,0,21.55011558337655,4,5,1,4,20.468954088511538,178,1,26,16,107,2023-09-14,3,15,Evening
user_502,43,Female,Shandong,PC,2025-09-07,2025-09-11,197.962986377433,0,12,150,0,8,73,57,7,0,18,24.900318207331825,5,26.323229139840578,31.924824619064076,3,0,2.4774126934383744,15,11,14,4,38.6403203704328,132,0,25,3,33,2024-03-09,5,2,Afternoon
user_503,44,Female,Shandong,Mobile,2025-04-24,2025-05-16,330.3816922936149,0,96,268,0,20,19,48,3,9,27,22.220644348883496,6,11.458946184976073,130.3083547750123,8,1,75.45395326953876,12,25,0,1,20.19417834430439,85,1,31,24,200,2023-07-28,4,3,Evening
user_504,46,Female,Guangdong,PC,2023-07-20,2023-07-31,611.7060645007626,1,89,923,0,16,16,56,3,4,3,30.966582553512037,4,27.285047749019533,17.737909762627456,4,0,14.564579602649774,15,9,5,2,34.17904166623549,96,1,29,20,119,2023-05-17,3,20,Afternoon
user_505,51,Female,Beijing,PC,2024-03-22,2024-03-24,645.0922491897908,0,18,686,0,21,54,39,7,0,26,37.1250564864318,1,41.93275535476573,37.083845364758325,8,1,86.90471024768169,10,3,18,0,5.07040731187654,14,1,26,20,800,2024-07-18,6,18,Evening
user_506,40,Female,Shanghai,Mobile,2025-11-27,2025-12-09,1527.858991558384,1,79,61,1,13,25,30,4,5,15,34.15744260890315,4,31.173835052967885,95.6835661839256,3,1,64.33243136757882,12,29,3,2,6.647613538298347,87,1,25,28,229,2025-05-05,6,20,Morning
user_507,41,Female,Beijing,PC,2024-03-19,2024-03-31,1386.9074667567966,0,96,679,1,23,18,39,5,9,11,18.233561506144355,6,32.05563255770511,131.0594653835393,9,0,22.941867651571336,5,9,12,3,6.985509532457917,93,0,17,23,630,2024-12-21,4,20,Morning
user_508,48,Female,Shanghai,PC,2025-01-30,2025-02-03,610.310480440031,0,6,370,1,24,23,37,4,9,11,36.36799655356917,6,27.510484164077763,30.02795626382532,6,1,15.772031708324974,19,29,14,1,2.2762749899871757,125,1,44,5,688,2025-04-24,9,15,Evening
user_509,47,Female,Beijing,Mobile,2023-08-15,2023-09-02,1868.6449353800829,1,43,890,1,26,85,40,0,6,28,35.00173942313812,3,46.43601599893905,37.85944283535664,5,0,62.762470092305314,16,12,8,3,27.06644296349019,99,1,22,4,964,2023-02-05,6,22,Afternoon
user_510,42,Female,Shandong,Mobile,2023-02-17,2023-03-15,121.30601498227522,1,35,1061,0,23,11,35,6,0,28,37.874087011653046,0,46.663231536609565,41.684827046066935,5,1,90.08369802823235,4,3,2,1,39.698386302181795,38,1,43,23,185,2023-01-27,9,28,Evening
user_511,44,Female,Zhejiang,PC,2025-11-07,2025-11-28,294.8454687255817,0,98,72,1,18,39,52,5,9,25,23.75982463113963,5,26.12343685260406,48.501460135096714,3,1,71.83602189143816,16,20,1,0,30.520560184683305,197,1,46,12,830,2023-01-18,2,5,Afternoon
user_512,43,Female,Zhejiang,Mobile,2025-06-30,2025-07-07,1760.123971427248,0,54,216,0,20,68,31,1,3,20,33.057255172281955,4,15.982214870031717,46.08421585673196,2,0,34.85466516033776,0,17,15,2,28.747744277642813,78,1,23,19,850,2024-09-21,6,23,Evening
user_513,52,Female,Guangdong,PC,2023-07-06,2023-08-04,474.8056020865596,0,62,919,0,10,25,30,6,8,28,27.74974196571011,6,23.51976328809275,79.63467259102971,6,0,58.73835952686471,4,21,17,2,34.03119642013682,165,1,3,15,215,2024-08-01,4,11,Evening
user_514,36,Male,Shanghai,Mobile,2023-12-11,2023-12-12,3972.917974708029,0,69,789,0,12,63,10,5,0,25,19.3150825764845,5,10.141337697585168,131.10414051650787,1,1,31.076169537242137,4,12,17,1,16.98226615360074,38,0,40,25,733,2025-06-21,2,23,Afternoon
user_515,39,Female,Shanghai,PC,2023-08-12,2023-09-07,627.8338625197205,1,82,885,1,1,96,46,4,8,11,39.832930076282906,2,32.18087145058638,88.16832484375946,7,1,99.91495667786589,6,25,5,4,18.097703582411445,51,0,2,13,130,2025-09-01,5,3,Afternoon
user_516,39,Male,Shanghai,Mobile,2025-04-09,2025-05-05,1569.9077421857019,0,16,279,0,10,30,22,7,7,19,11.14922400518984,2,25.504524453329427,155.41880784122773,5,0,74.88391884618511,15,18,17,3,15.713504911046128,130,1,42,5,845,2025-11-19,3,9,Evening
user_517,40,Female,Shandong,PC,2024-05-02,2024-05-25,514.6781040183312,1,8,624,1,9,45,30,4,4,28,14.86817717677224,4,6.061723412850714,144.13443268377435,4,1,61.438163975675366,17,4,10,2,35.60544664267878,156,1,29,12,272,2023-05-03,6,7,Morning
user_518,53,Male,Shanghai,PC,2025-05-26,2025-06-21,553.3044050387089,1,89,232,1,3,90,55,1,5,1,36.77627087595685,3,10.684741274861151,26.17885589576606,9,0,42.32591427658292,5,10,6,2,8.082016783538714,125,1,46,19,758,2025-08-14,8,23,Morning
user_519,42,Female,Zhejiang,PC,2025-04-28,2025-05-11,482.69688449014944,0,96,273,1,28,61,18,5,6,27,11.816885302379006,6,24.501965853776813,10.719483040828042,1,0,61.81522902595573,1,18,13,1,0.651264015646219,158,1,15,2,635,2025-09-27,4,2,Morning
user_520,50,Female,Shandong,Mobile,2025-09-05,2025-09-11,1269.6697580036807,1,90,150,1,19,51,26,0,3,5,36.60462002030565,4,44.49186054522406,175.71037123592163,4,0,34.16160624673348,12,8,17,4,29.80982233612462,65,1,6,7,8,2025-09-13,4,15,Morning
user_521,47,Female,Beijing,Mobile,2025-10-13,2025-10-19,793.0070394077202,0,86,112,1,26,98,56,4,5,10,31.456644281746026,1,28.753145310923774,16.886382246011813,3,1,2.8864839458030755,9,9,6,3,47.11906823671027,44,0,38,28,403,2023-12-04,5,12,Morning
user_522,35,Female,Shanghai,PC,2023-07-07,2023-07-19,2878.4491204779833,1,31,935,0,9,9,30,5,6,10,11.100520161836268,3,34.39521501021507,30.519496963222903,6,0,39.508852235663284,19,19,9,4,30.470395849815233,21,1,21,23,928,2025-09-17,6,16,Afternoon
user_523,54,Female,Shanghai,PC,2023-09-27,2023-10-05,288.86986631182987,1,10,857,0,10,76,40,6,5,14,22.8796012856253,6,17.612398937451577,5.404521836065494,5,1,93.0480819579867,10,13,7,4,39.14608264704476,82,0,40,28,579,2023-09-30,7,26,Morning
user_524,51,Female,Beijing,Mobile,2023-11-06,2023-11-30,105.98596908354153,0,56,801,1,19,2,48,1,5,2,32.63414425006711,6,28.99915825916748,126.0389366944321,7,0,62.63010947738658,1,25,13,1,33.63953547330151,137,0,30,29,627,2025-06-20,6,16,Afternoon
user_525,41,Female,Shanghai,Mobile,2025-12-31,2026-01-22,499.6573634366815,1,76,17,0,16,5,31,0,1,4,27.49300853892399,5,22.9216113092653,116.89174206851136,1,1,8.39557030709016,7,6,17,4,24.871832676150813,148,0,48,5,369,2023-02-08,7,16,Morning
user_526,47,Female,Beijing,Mobile,2025-04-24,2025-05-13,958.9704604109959,1,92,271,1,24,62,21,5,4,2,38.07613875893374,4,33.29736571853487,197.39382962061586,5,1,88.49936133950258,18,22,4,3,35.9196200891923,16,0,12,20,800,2024-11-12,9,19,Afternoon
user_527,38,Female,Shandong,Mobile,2024-04-30,2024-05-05,1971.8358940096514,0,70,644,0,18,69,15,2,2,18,36.029320987359995,6,3.4782027378715084,177.49954686711723,2,0,26.887484934151484,19,7,13,0,41.20520619276109,66,0,40,29,617,2024-03-01,4,3,Morning
user_528,38,Female,Zhejiang,Mobile,2023-04-30,2023-05-18,424.94902281949743,1,20,997,0,14,52,25,4,6,13,19.97942906002438,5,25.171710595708998,82.75779231870104,2,0,24.376949308272742,16,28,9,0,11.236582208584899,6,1,40,11,981,2023-11-11,1,28,Morning
user_529,40,Female,Beijing,Mobile,2023-08-08,2023-08-13,1060.700367545541,1,5,910,0,29,86,35,1,3,19,12.53881586560271,6,15.50363863205438,74.94558234159446,2,0,29.70909687803208,15,21,14,3,16.806524024157277,100,1,28,18,537,2024-09-05,9,29,Afternoon
user_530,53,Female,Guangdong,PC,2023-02-22,2023-03-19,431.0886259295897,0,23,1057,0,3,5,14,0,0,5,38.32771118936954,0,16.983068002617554,60.07355482171703,9,1,57.720223612595746,9,6,5,1,11.186286625164193,35,1,27,18,53,2025-01-24,7,22,Afternoon
user_531,46,Female,Beijing,Mobile,2025-01-27,2025-02-06,960.2937779597152,0,9,367,0,2,59,18,0,5,20,25.5186030330378,3,48.08495414634501,31.32897708753839,3,1,54.46880934339766,4,11,8,2,22.60864777952205,66,1,43,7,247,2023-06-06,4,20,Evening
user_532,41,Male,Shanghai,PC,2025-01-07,2025-01-08,2161.154517740963,1,58,396,0,1,68,55,3,5,2,12.231928731158455,4,9.952045822857755,28.4786476637998,4,1,49.141375462288174,13,17,9,1,44.253227545833376,76,0,18,10,337,2025-05-21,8,4,Morning
user_533,44,Female,Shandong,Mobile,2024-12-20,2024-12-30,263.1294921167318,1,59,405,0,18,9,49,9,6,11,34.49726840077838,0,16.25101737635125,27.32445789391148,5,0,71.7536863512627,18,19,16,3,17.260355041766616,157,0,22,23,281,2025-02-15,7,1,Morning
user_534,53,Female,Shandong,Mobile,2024-02-10,2024-02-15,517.9201339066274,1,93,724,0,24,93,23,1,7,26,36.05519412056174,4,25.984736210812716,23.708836680168933,4,0,31.6537731334959,3,28,0,4,18.72334445652767,86,1,46,20,33,2023-09-14,2,22,Afternoon
user_535,41,Female,Beijing,PC,2024-08-30,2024-09-11,5000.4666350605785,0,80,515,0,9,22,53,0,2,18,29.18273920529713,1,43.28832045933156,48.86189643870185,4,0,78.2064521572431,19,25,13,0,43.01836173359659,198,0,49,14,799,2025-05-04,1,8,Afternoon
user_536,37,Female,Zhejiang,PC,2025-10-17,2025-11-08,2029.1821963293169,1,54,92,0,13,27,51,5,5,6,23.425268970590196,2,21.416834077112153,62.027057432310166,5,0,17.532167837859912,15,12,3,4,25.76871653723376,156,1,7,20,548,2024-09-26,9,24,Morning
user_537,47,Male,Guangdong,Mobile,2024-02-26,2024-03-24,831.5816775419848,1,46,686,0,2,10,39,3,9,23,29.865190369707182,5,37.449398763520385,192.35421523674427,9,0,78.26207890770092,14,21,1,1,26.77244998237172,71,0,24,20,343,2024-03-31,7,15,Morning
user_538,47,Female,Shandong,PC,2024-12-12,2024-12-19,726.9678910639319,1,22,416,0,7,80,35,9,1,28,31.200510871153707,4,42.962330812525316,116.11617694937526,9,1,66.38101052502829,8,21,2,3,43.040060166610644,160,0,37,11,891,2023-02-16,1,24,Afternoon
user_539,52,Female,Shanghai,PC,2023-09-04,2023-09-13,334.91398655026296,1,64,879,0,16,61,54,6,8,10,36.79089874257904,3,16.1908014352706,197.5315591281429,6,0,68.32083095475865,2,24,6,0,24.526336851273662,58,0,37,2,239,2023-01-10,4,21,Afternoon
user_540,54,Female,Shanghai,PC,2023-03-13,2023-04-04,728.1723170694037,1,8,1041,1,21,51,38,5,1,22,38.67585041124214,4,20.244758993396786,75.12092261730898,3,1,48.155339712726,8,27,13,3,34.077876731469765,19,0,34,13,492,2023-05-24,5,26,Morning
user_541,42,Female,Zhejiang,PC,2023-07-04,2023-07-25,1885.0695392338541,1,20,929,0,19,10,28,4,2,23,25.429627971727342,4,18.471254960729457,92.06769988529877,6,0,66.70015326808647,17,27,11,0,4.282233293703036,156,1,25,13,729,2024-05-01,5,22,Afternoon
user_542,43,Female,Shandong,Mobile,2023-01-06,2023-01-18,1155.7368040826252,0,51,1117,0,25,6,56,9,9,17,33.95483600579688,4,41.809934622278135,65.59115317389056,4,0,7.97970465594574,3,13,18,0,8.931585656344264,180,0,2,9,177,2025-11-15,5,5,Afternoon
user_543,41,Female,Beijing,PC,2025-06-24,2025-07-17,342.5523223878606,0,78,206,0,15,62,17,1,1,22,38.93528667974965,6,3.1729962357264565,37.39464252841398,3,0,85.15511170493673,18,18,17,0,20.21881003581228,128,1,1,17,44,2025-10-27,3,20,Morning
user_544,35,Female,Shanghai,Mobile,2024-01-22,2024-02-20,224.9751289458466,1,39,719,0,22,5,32,4,8,11,14.53730014440898,4,16.11263335260532,29.489776847738256,6,0,5.5547233487646,3,29,14,1,24.741953390993743,161,1,4,15,304,2024-08-13,5,12,Evening
user_545,37,Female,Zhejiang,Mobile,2024-11-29,2024-11-30,308.16854383172364,1,37,435,0,11,70,51,8,0,19,10.5480394482903,6,34.29101932216136,189.07076036375855,6,0,14.874150987149747,8,7,0,3,48.286685061811475,171,0,19,24,670,2025-11-04,4,20,Afternoon
user_546,47,Female,Shandong,Mobile,2025-04-06,2025-04-17,186.03950146399225,0,50,297,0,1,63,44,8,4,17,36.06891318544882,3,28.70673147870179,197.3753256779524,2,1,57.67897084972363,0,25,2,2,48.5325816523895,108,1,11,22,269,2025-06-17,5,20,Evening
user_547,51,Female,Shandong,Mobile,2023-12-15,2024-01-05,100.52853740556628,0,34,765,1,21,56,40,1,0,24,15.858199997414824,3,22.37817860539102,9.936989805237578,9,0,73.94114554566914,0,23,14,2,42.55985437393808,13,1,37,29,683,2023-07-26,7,4,Afternoon
user_548,35,Female,Shandong,PC,2023-11-04,2023-11-19,543.2389290197133,0,75,812,1,7,59,44,6,4,4,11.274362998954029,4,27.457463133847835,30.918829071621538,8,1,7.625156434625346,19,28,3,2,15.779941764278727,164,1,15,26,733,2025-06-28,5,22,Evening
user_549,40,Female,Shandong,PC,2023-10-14,2023-10-16,120.24812644568055,1,33,846,1,20,63,41,9,7,26,14.802884129723337,6,10.681644705587596,85.2812943679035,6,1,92.07648141223198,18,5,14,3,48.201414541621986,162,1,36,23,400,2023-09-16,8,15,Afternoon
user_550,40,Female,Shandong,Mobile,2025-02-04,2025-02-24,188.63652356308543,1,31,349,0,8,89,14,3,7,24,21.52344733731308,2,22.10511445879251,38.08036179253706,1,1,97.36076488006987,2,29,9,4,34.46704323381063,186,0,37,28,742,2024-03-29,8,6,Evening
user_551,46,Female,Shanghai,Mobile,2024-12-25,2025-01-01,792.5801529530609,1,54,403,0,10,59,25,2,7,26,16.577971047777403,4,25.583446224641104,73.41219833174978,2,1,60.595017300771104,9,16,5,3,19.64700639087002,23,0,35,21,603,2025-03-09,3,5,Evening
user_552,47,Female,Zhejiang,Mobile,2025-01-31,2025-02-21,179.84375751505257,1,44,352,0,5,51,26,0,1,14,19.15760887301329,5,45.15826697577548,26.69017362206704,4,0,48.12434553768365,11,22,12,0,35.08374584923832,192,0,45,22,922,2024-01-10,5,28,Afternoon
user_553,47,Female,Shandong,Mobile,2024-01-18,2024-01-30,66.0113571545394,0,34,740,1,9,50,41,2,7,27,39.25882154290139,5,13.780922977394841,91.84583958763625,7,0,74.13949722797497,17,4,6,4,0.826136489326329,109,0,28,22,971,2024-04-08,4,11,Evening
user_554,49,Female,Guangdong,PC,2024-01-23,2024-02-14,381.82990808080075,0,71,725,0,25,4,47,8,4,20,31.13216632487725,3,43.523596606081696,55.067228617682595,9,0,32.835735232720545,13,28,0,0,7.307734113710679,133,1,34,29,431,2023-03-16,5,14,Morning
user_555,50,Female,Guangdong,Mobile,2024-06-08,2024-06-26,248.87054380045495,0,62,592,0,25,48,41,8,0,4,31.36575184759612,5,32.56782864047311,71.0291060959735,5,0,49.32644341051065,9,23,10,0,41.48428557781838,195,1,48,16,421,2023-08-30,8,11,Morning
user_556,45,Female,Zhejiang,PC,2024-09-30,2024-10-03,724.2358397044437,0,23,493,1,1,32,29,6,6,28,12.840561241837685,5,1.9967007223124482,19.76821764108677,2,0,91.61510268144013,9,1,13,3,32.27868184365856,37,0,36,25,131,2025-11-06,4,9,Morning
user_557,39,Male,Beijing,Mobile,2025-07-26,2025-08-02,107.99407441279888,1,46,190,1,2,51,57,2,5,14,31.96295109468075,1,36.506935508070285,86.1974820913182,1,1,95.56554252415336,17,4,5,2,18.209735064594202,128,0,20,10,410,2023-05-03,5,24,Evening
user_558,38,Female,Beijing,Mobile,2023-10-03,2023-10-14,1393.4027164531278,1,56,848,0,19,52,11,2,4,26,32.180329988659146,4,2.7420419999036993,196.6682645813524,1,0,92.7069116051185,0,3,4,4,25.03333201113594,40,1,20,29,738,2023-04-21,7,10,Afternoon
user_559,37,Female,Beijing,Mobile,2024-05-14,2024-06-01,2366.9478368894866,0,7,617,0,14,99,29,3,0,4,29.792350552198968,4,49.87167521387684,66.43777632935686,5,0,26.244806696384014,14,29,18,1,45.25710748228835,30,0,27,20,225,2023-08-22,3,6,Evening
user_560,53,Female,Guangdong,Mobile,2024-12-17,2024-12-29,1360.3739131886946,0,89,406,0,20,74,56,6,0,6,16.85308887993625,4,43.759197696868696,175.40942569364458,7,1,23.24690402167634,7,4,18,2,31.57890547395433,35,1,5,28,143,2025-08-25,6,11,Afternoon
user_561,54,Female,Beijing,PC,2023-12-03,2023-12-09,761.055720292964,0,61,792,0,10,34,27,6,5,9,22.691085372465547,4,15.569843629462238,168.79662918311334,9,0,29.766450592931427,2,1,12,1,19.90746419671651,104,0,19,27,578,2024-05-11,9,9,Evening
user_562,52,Female,Shanghai,PC,2025-07-20,2025-07-25,1970.8944255107058,0,3,198,1,9,36,10,1,9,21,35.38829364008876,0,13.613150279638566,190.45962524114492,9,0,44.131111238846024,17,12,6,3,6.01633286987675,181,1,35,12,540,2025-11-29,4,5,Afternoon
user_563,49,Female,Shandong,PC,2024-04-25,2024-05-21,1187.1759309014192,0,38,628,0,10,70,38,4,6,12,30.10604888021879,4,19.690613023174837,158.2317929411518,8,1,31.41674127919636,8,13,7,4,14.68734008127805,108,1,12,29,125,2024-12-27,4,10,Evening
user_564,43,Male,Guangdong,Mobile,2025-06-29,2025-06-30,10.6071802061708,1,84,223,0,29,43,38,6,9,29,31.98306504999707,6,18.45218130040771,132.25976858470418,1,0,37.4212795739058,15,2,13,3,48.91701163982917,30,0,39,5,212,2023-04-02,6,20,Evening
user_565,51,Female,Zhejiang,Mobile,2025-12-17,2025-12-29,501.0240709343492,1,34,41,1,6,16,28,6,9,26,27.621232003774267,3,19.24455310088367,171.46030440126407,5,1,62.063695212075956,14,28,18,1,21.868153142588874,156,0,10,20,934,2023-12-03,6,14,Morning
user_566,48,Female,Zhejiang,PC,2023-04-19,2023-05-16,1903.4862023595838,0,44,999,0,17,59,53,5,0,8,23.487597973353353,6,16.59555075985454,16.05329145081258,6,1,76.2525677093976,4,27,18,0,23.591973192243042,112,0,23,17,428,2024-05-27,3,6,Evening
